listing_id,date
10248217,2016-10-09
10248217,2016-10-16
10248217,2016-11-01
10248217,2016-11-13
10248217,2016-12-27
10248217,2017-01-02
10248217,2017-01-08
10248217,2017-02-12
10248217,2017-02-26
10248217,2017-03-04
10248217,2017-03-20
10248217,2017-04-09
10248217,2017-04-23
10248217,2017-05-06
10248217,2017-05-13
10248217,2017-05-16
10248217,2017-05-31
10248217,2017-06-12
10248217,2017-06-18
10248217,2017-06-25
10248217,2017-07-10
10248217,2017-07-29
10248217,2017-07-30
10248217,2017-08-03
10248217,2017-08-06
10248217,2017-08-13
10248217,2017-08-19
10248217,2017-08-21
10248217,2017-08-22
10248217,2017-09-04
10248217,2017-09-10
10248217,2017-09-23
10248217,2017-09-25
10248217,2017-09-26
10248217,2017-10-01
10248217,2017-10-08
10248217,2017-10-10
10248217,2017-10-15
10248217,2017-11-06
21095263,2017-09-29
21095263,2017-10-01
21095263,2017-10-14
21095263,2017-10-16
20223306,2017-09-04
21515087,2017-11-02
21515087,2017-11-20
6894767,2016-05-24
6894767,2016-07-05
6894767,2016-07-25
6894767,2016-08-07
6894767,2016-09-18
6894767,2017-10-08
21177615,2017-10-23
15251087,2016-11-08
15251087,2016-11-12
15251087,2016-11-17
15251087,2017-04-23
15251087,2017-05-08
15251087,2017-05-12
15251087,2017-06-02
15251087,2017-06-08
15251087,2017-06-19
15251087,2017-07-01
15251087,2017-07-10
15251087,2017-07-13
15251087,2017-07-23
15251087,2017-07-26
15251087,2017-08-02
15251087,2017-08-19
15251087,2017-08-19
15251087,2017-09-14
15251087,2017-09-23
15251087,2017-09-30
15251087,2017-10-04
15251087,2017-10-13
15251087,2017-10-16
15251087,2017-10-22
15251087,2017-10-25
15251087,2017-10-30
15251087,2017-11-09
20601544,2017-11-12
21440698,2017-11-12
17600427,2017-04-10
17600427,2017-04-21
17600427,2017-10-02
17600427,2017-10-04
17600427,2017-10-06
17600427,2017-10-08
17600427,2017-10-15
17600427,2017-10-17
21118491,2017-09-28
21118491,2017-10-15
21118491,2017-10-20
21118491,2017-10-24
21118491,2017-10-31
21118491,2017-11-06
21118491,2017-11-13
21118491,2017-11-18
17980809,2017-04-27
17980809,2017-05-05
17980809,2017-05-22
17980809,2017-08-13
17980809,2017-08-13
17980809,2017-10-31
13729724,2016-07-29
13729724,2016-08-01
13729724,2016-08-02
13729724,2016-08-05
13729724,2016-08-07
13729724,2016-08-09
13729724,2016-08-11
13729724,2016-08-13
13729724,2016-08-15
13729724,2016-08-17
13729724,2016-08-18
13729724,2016-08-20
13729724,2016-08-22
13729724,2016-08-25
13729724,2016-09-01
13729724,2016-09-06
13729724,2016-09-14
13729724,2016-09-17
13729724,2016-09-18
13729724,2016-09-26
13729724,2016-10-01
13729724,2016-10-11
13729724,2016-10-16
13729724,2016-10-28
13729724,2016-11-03
13729724,2016-11-13
13729724,2016-11-21
13729724,2016-12-11
13729724,2016-12-28
13729724,2017-01-02
13729724,2017-01-29
13729724,2017-02-02
13729724,2017-02-12
13729724,2017-02-19
13729724,2017-03-06
13729724,2017-03-09
13729724,2017-03-10
13729724,2017-03-14
13729724,2017-03-15
13729724,2017-03-19
13729724,2017-03-23
13729724,2017-04-02
13729724,2017-04-03
13729724,2017-04-10
13729724,2017-04-18
13729724,2017-04-22
13729724,2017-04-28
13729724,2017-04-30
13729724,2017-05-08
13729724,2017-05-11
13729724,2017-05-13
13729724,2017-05-17
13729724,2017-05-21
13729724,2017-05-22
13729724,2017-05-27
13729724,2017-05-29
13729724,2017-06-01
13729724,2017-06-05
13729724,2017-06-13
13729724,2017-06-17
13729724,2017-06-23
13729724,2017-06-26
13729724,2017-07-06
13729724,2017-07-09
13729724,2017-07-13
13729724,2017-07-20
13729724,2017-07-31
13729724,2017-08-04
13729724,2017-08-07
13729724,2017-08-11
13729724,2017-08-16
13729724,2017-08-20
13729724,2017-08-26
13729724,2017-08-29
13729724,2017-09-05
13729724,2017-09-17
13729724,2017-09-21
13729724,2017-09-28
13729724,2017-10-05
13729724,2017-10-09
13729724,2017-10-19
13729724,2017-10-22
13729724,2017-10-30
13729724,2017-11-05
13729724,2017-11-10
13729724,2017-11-13
21753168,2017-11-16
21753168,2017-11-19
15469884,2016-12-04
15469884,2016-12-10
15469884,2016-12-14
15469884,2016-12-25
15469884,2016-12-30
15469884,2017-01-02
15469884,2017-01-08
15469884,2017-01-10
15469884,2017-01-15
15469884,2017-01-23
15469884,2017-01-29
15469884,2017-02-04
15469884,2017-02-09
15469884,2017-02-13
15469884,2017-02-20
15469884,2017-02-26
15469884,2017-03-01
15469884,2017-04-15
15469884,2017-04-20
15469884,2017-04-24
15469884,2017-04-30
15469884,2017-05-04
15469884,2017-05-08
15469884,2017-05-16
15469884,2017-05-21
15469884,2017-05-24
15469884,2017-05-27
15469884,2017-05-31
15469884,2017-06-04
15469884,2017-06-10
15469884,2017-06-12
15469884,2017-06-16
15469884,2017-06-19
15469884,2017-06-22
15469884,2017-06-25
15469884,2017-06-29
15469884,2017-07-01
15469884,2017-07-04
15469884,2017-07-12
15469884,2017-07-16
15469884,2017-07-19
15469884,2017-07-23
15469884,2017-07-27
15469884,2017-07-30
15469884,2017-08-07
15469884,2017-08-10
15469884,2017-08-13
15469884,2017-08-16
15469884,2017-08-19
15469884,2017-08-29
15469884,2017-09-01
15469884,2017-09-08
15469884,2017-09-12
15469884,2017-09-17
15469884,2017-09-19
15469884,2017-09-23
15469884,2017-09-25
15469884,2017-09-28
15469884,2017-10-02
15469884,2017-10-08
15469884,2017-10-16
15469884,2017-10-23
15469884,2017-10-25
15469884,2017-10-30
15469884,2017-11-05
15469884,2017-11-13
15469884,2017-11-20
12931469,2016-05-31
12931469,2016-06-23
12931469,2016-07-05
12931469,2016-07-23
12931469,2016-08-21
12931469,2017-09-04
20394115,2017-08-13
20394115,2017-08-15
20394115,2017-08-20
20394115,2017-08-26
20394115,2017-08-27
20394115,2017-08-28
20394115,2017-08-29
20394115,2017-09-06
20394115,2017-09-12
20394115,2017-09-17
20394115,2017-09-20
20394115,2017-09-26
20394115,2017-10-02
20394115,2017-10-22
20394115,2017-10-29
20394115,2017-11-12
20394115,2017-11-19
20212632,2017-11-03
20786316,2017-09-15
20786316,2017-09-17
20786316,2017-09-24
20786316,2017-10-02
20786316,2017-10-06
20786316,2017-10-09
20786316,2017-10-15
20786316,2017-10-30
20786316,2017-11-06
20786316,2017-11-13
20786316,2017-11-19
7461833,2015-09-28
7461833,2015-10-26
7461833,2015-11-15
7461833,2015-11-17
7461833,2016-05-20
7461833,2016-07-04
7461833,2016-07-22
7461833,2016-08-09
7461833,2016-10-10
7461833,2017-04-06
5423504,2015-04-26
5423504,2015-08-16
5423504,2015-09-24
5423504,2015-11-15
5423504,2015-11-25
5423504,2016-03-15
5423504,2016-04-13
5423504,2016-05-27
5423504,2016-06-05
5423504,2016-08-06
5423504,2016-08-11
5423504,2016-08-18
5423504,2016-08-22
5423504,2016-09-22
5423504,2016-10-09
5423504,2016-10-14
5423504,2016-11-19
5423504,2016-12-09
5423504,2016-12-25
5423504,2017-03-03
5423504,2017-04-27
5423504,2017-05-29
5423504,2017-06-03
5423504,2017-08-06
5423504,2017-09-25
8113303,2015-09-08
8113303,2015-10-07
8113303,2015-10-11
8113303,2015-11-14
8113303,2015-11-23
8113303,2016-06-01
18306546,2017-10-30
18306546,2017-11-01
18306546,2017-11-06
18306546,2017-11-10
18306546,2017-11-12
18306546,2017-11-13
18306546,2017-11-16
18306546,2017-11-20
18430891,2017-05-07
18430891,2017-05-11
18430891,2017-05-13
18430891,2017-05-17
18430891,2017-05-19
18430891,2017-05-21
18430891,2017-05-25
18430891,2017-05-27
18430891,2017-05-30
18430891,2017-06-02
18430891,2017-06-06
18430891,2017-06-08
18430891,2017-06-12
18430891,2017-06-25
18430891,2017-06-29
18430891,2017-07-02
18430891,2017-07-04
18430891,2017-07-09
18430891,2017-07-11
18430891,2017-07-16
18430891,2017-07-21
18430891,2017-07-23
18430891,2017-07-26
18430891,2017-08-01
18430891,2017-08-03
18430891,2017-08-05
18430891,2017-08-12
18430891,2017-08-17
18430891,2017-08-21
18430891,2017-08-25
18430891,2017-08-27
18430891,2017-08-29
18430891,2017-09-05
18430891,2017-09-08
18430891,2017-09-12
18430891,2017-09-17
18430891,2017-09-19
18430891,2017-09-22
18430891,2017-09-25
18430891,2017-09-27
18430891,2017-09-30
18430891,2017-10-03
18430891,2017-10-05
18430891,2017-10-08
18430891,2017-10-10
18430891,2017-10-14
18430891,2017-10-17
18430891,2017-10-20
18430891,2017-10-28
18430891,2017-11-01
18430891,2017-11-03
18430891,2017-11-07
18430891,2017-11-13
18430891,2017-11-19
16065774,2016-12-03
16065774,2016-12-29
16065774,2017-01-02
16065774,2017-01-03
16065774,2017-01-15
16065774,2017-01-22
16065774,2017-01-29
16065774,2017-02-13
16065774,2017-02-25
16065774,2017-03-04
16065774,2017-03-11
16065774,2017-03-15
16065774,2017-03-26
16065774,2017-04-07
16065774,2017-04-14
16065774,2017-04-17
16065774,2017-04-25
16065774,2017-04-30
16065774,2017-05-02
16065774,2017-05-12
16065774,2017-05-17
16065774,2017-05-25
16065774,2017-05-28
16065774,2017-05-30
16065774,2017-06-01
16065774,2017-06-05
16065774,2017-06-08
16065774,2017-06-14
16065774,2017-06-24
16065774,2017-07-01
16065774,2017-07-03
16065774,2017-07-09
16065774,2017-07-23
16065774,2017-07-25
16065774,2017-07-28
16065774,2017-08-04
16065774,2017-08-09
16065774,2017-08-18
16065774,2017-08-22
16065774,2017-08-29
16065774,2017-08-31
16065774,2017-09-05
16065774,2017-09-08
16065774,2017-09-12
16065774,2017-09-14
16065774,2017-09-17
16065774,2017-09-30
16065774,2017-10-24
16065774,2017-10-29
16065774,2017-11-03
16065774,2017-11-08
12487223,2016-05-14
12487223,2016-05-22
12487223,2016-05-27
12487223,2016-06-01
12487223,2016-06-03
12487223,2016-06-05
12487223,2016-06-13
12487223,2016-06-15
12487223,2016-06-20
12487223,2016-06-24
12487223,2016-07-06
12487223,2016-07-20
12487223,2016-07-22
12487223,2016-08-05
12487223,2016-08-11
12487223,2016-08-15
12487223,2016-08-21
12487223,2016-09-05
12487223,2016-09-09
12487223,2016-09-16
12487223,2016-09-18
12487223,2016-09-25
12487223,2016-10-09
12487223,2016-11-20
12487223,2016-12-19
12487223,2017-01-01
12487223,2017-01-16
12487223,2017-01-31
12487223,2017-03-01
12487223,2017-03-20
12487223,2017-04-24
12487223,2017-05-13
12487223,2017-05-20
12487223,2017-06-12
12487223,2017-07-05
12487223,2017-07-14
12487223,2017-07-25
12487223,2017-08-04
12487223,2017-09-11
12487223,2017-09-16
12487223,2017-09-22
12487223,2017-10-10
12487223,2017-11-13
4371323,2015-01-16
4371323,2015-01-19
4371323,2015-01-21
4371323,2015-01-24
4371323,2015-02-11
4371323,2015-02-22
4371323,2015-02-28
4371323,2015-03-16
4371323,2015-03-19
4371323,2015-03-25
4371323,2015-04-04
4371323,2015-04-09
4371323,2015-04-12
4371323,2015-04-14
4371323,2015-04-26
4371323,2015-05-08
4371323,2015-05-19
4371323,2015-05-20
4371323,2015-05-26
4371323,2015-06-03
4371323,2015-06-06
4371323,2015-06-14
4371323,2015-06-19
4371323,2015-06-22
4371323,2015-07-01
4371323,2015-07-05
4371323,2015-07-07
4371323,2015-07-08
4371323,2015-07-12
4371323,2015-07-14
4371323,2015-07-16
4371323,2015-07-22
4371323,2015-07-23
4371323,2015-07-24
4371323,2015-07-26
4371323,2015-07-31
4371323,2015-08-07
4371323,2015-08-08
4371323,2015-08-09
4371323,2015-08-15
4371323,2015-08-21
4371323,2015-08-24
4371323,2015-08-26
4371323,2015-08-31
4371323,2015-09-06
4371323,2015-09-08
4371323,2015-10-04
4371323,2015-10-11
4371323,2015-10-13
4371323,2015-10-15
4371323,2015-10-26
4371323,2015-10-31
4371323,2015-11-02
4371323,2015-11-09
4371323,2015-11-16
4371323,2015-11-25
4371323,2015-11-28
4371323,2015-12-04
4371323,2016-01-03
4371323,2016-01-08
4371323,2016-01-19
4371323,2016-01-29
4371323,2016-02-02
4371323,2016-02-09
4371323,2016-02-29
4371323,2016-03-05
4371323,2016-03-10
4371323,2016-03-15
4371323,2016-03-17
4371323,2016-04-07
4371323,2016-04-09
4371323,2016-04-15
4371323,2016-04-17
4371323,2016-04-20
4371323,2016-05-04
4371323,2016-05-04
4371323,2016-05-09
4371323,2016-05-12
4371323,2016-05-16
4371323,2016-05-26
4371323,2016-05-27
4371323,2016-06-07
4371323,2016-06-08
4371323,2016-06-12
4371323,2016-06-14
4371323,2016-06-16
4371323,2016-06-25
4371323,2016-06-25
4371323,2016-07-02
4371323,2016-07-04
4371323,2016-07-12
4371323,2016-07-14
4371323,2016-07-24
4371323,2016-07-28
4371323,2016-07-29
4371323,2016-08-02
4371323,2016-08-03
4371323,2016-08-08
4371323,2016-08-13
4371323,2016-08-16
4371323,2016-08-22
4371323,2016-08-31
4371323,2016-09-03
4371323,2016-09-05
4371323,2016-09-06
4371323,2016-09-16
4371323,2016-09-21
4371323,2016-09-22
4371323,2016-09-26
4371323,2016-10-04
4371323,2016-10-05
4371323,2016-10-06
4371323,2016-10-07
4371323,2016-10-19
4371323,2016-10-20
4371323,2016-10-23
4371323,2016-11-01
4371323,2016-11-13
4371323,2016-11-19
4371323,2016-12-07
4371323,2016-12-13
4371323,2016-12-18
4371323,2016-12-19
4371323,2017-01-09
4371323,2017-01-13
4371323,2017-01-14
4371323,2017-01-28
4371323,2017-02-26
4371323,2017-02-28
4371323,2017-03-11
4371323,2017-03-17
4371323,2017-04-12
4371323,2017-04-22
4371323,2017-05-22
4371323,2017-06-06
4371323,2017-07-19
20156713,2017-09-04
20156713,2017-10-08
19871631,2017-08-04
19871631,2017-08-09
19871631,2017-08-11
19871631,2017-08-14
19871631,2017-08-16
19871631,2017-08-20
19871631,2017-08-22
19871631,2017-08-24
19871631,2017-09-03
19871631,2017-09-05
19871631,2017-09-07
19871631,2017-09-11
19871631,2017-09-23
19871631,2017-09-30
19871631,2017-10-02
19871631,2017-10-05
19871631,2017-10-10
19871631,2017-10-15
19871631,2017-10-21
19871631,2017-11-12
18394994,2017-06-11
18394994,2017-06-18
18394994,2017-06-24
18394994,2017-07-03
18394994,2017-07-30
18394994,2017-08-14
18394994,2017-08-20
18394994,2017-09-04
18394994,2017-10-08
18394994,2017-11-13
8292806,2015-09-21
8292806,2015-10-05
8292806,2015-10-16
8292806,2015-10-27
8292806,2015-11-06
8292806,2015-11-08
8292806,2015-11-14
8292806,2015-11-15
8292806,2015-11-25
8292806,2015-12-13
8292806,2015-12-28
8292806,2015-12-30
8292806,2016-01-17
8292806,2016-02-23
8292806,2016-03-19
8292806,2016-04-10
8292806,2016-04-15
8292806,2016-04-17
8292806,2016-04-25
8292806,2016-05-09
8292806,2016-05-15
8292806,2016-05-29
8292806,2016-06-30
8292806,2016-07-08
8292806,2016-07-19
8292806,2016-08-02
8292806,2016-08-05
8292806,2016-08-24
8292806,2016-08-29
8292806,2016-09-20
8292806,2016-10-01
8292806,2016-10-09
8292806,2016-10-23
8292806,2016-12-17
8292806,2017-01-01
8292806,2017-03-12
8292806,2017-03-19
8292806,2017-05-30
8292806,2017-06-11
8292806,2017-06-16
8292806,2017-06-23
8292806,2017-07-16
8292806,2017-07-23
8292806,2017-07-30
8292806,2017-08-26
8292806,2017-09-04
8292806,2017-09-12
8292806,2017-09-17
8292806,2017-10-01
8292806,2017-10-08
8292806,2017-11-12
20211427,2017-10-10
20211427,2017-10-16
20211427,2017-10-30
20211427,2017-11-14
8741171,2016-06-27
8741171,2016-07-07
8741171,2016-07-26
8741171,2016-10-03
8741171,2016-10-08
8741171,2017-11-06
20441430,2017-08-25
20441430,2017-09-03
20441430,2017-09-10
20441430,2017-09-17
20441430,2017-09-20
20441430,2017-09-23
20441430,2017-10-06
20441430,2017-10-09
20441430,2017-10-14
20441430,2017-10-15
20441430,2017-10-19
20441430,2017-10-21
20441430,2017-10-30
20441430,2017-11-05
20441430,2017-11-12
20441430,2017-11-21
1917240,2014-01-11
1917240,2014-02-02
1917240,2014-03-22
1917240,2014-04-14
1917240,2014-05-06
1917240,2014-05-18
1917240,2014-06-01
1917240,2014-06-18
1917240,2014-06-25
1917240,2014-07-04
1917240,2014-07-06
1917240,2014-07-21
1917240,2014-08-01
1917240,2014-08-06
1917240,2014-08-22
1917240,2014-09-22
1917240,2014-10-06
1917240,2014-10-13
1917240,2014-11-16
1917240,2015-04-26
1917240,2015-05-19
1917240,2015-06-08
1917240,2015-06-23
1917240,2015-07-18
1917240,2015-09-03
1917240,2015-09-09
1917240,2015-10-19
1917240,2016-05-31
1917240,2016-06-12
1917240,2016-07-05
1917240,2016-07-19
1917240,2016-08-07
1917240,2016-09-04
1917240,2016-09-19
1917240,2016-10-02
1917240,2017-06-02
1917240,2017-10-11
13508649,2016-07-08
13508649,2016-07-20
13508649,2016-07-30
13508649,2016-09-27
13508649,2016-11-13
4278656,2015-01-04
4278656,2015-01-11
4278656,2015-02-08
4278656,2015-02-24
4278656,2015-04-20
4278656,2015-04-26
4278656,2016-02-15
4278656,2016-04-10
4278656,2016-05-04
4278656,2016-05-08
4278656,2016-05-15
21241977,2017-10-29
8402415,2015-10-01
8402415,2015-10-03
8402415,2015-10-12
8402415,2015-10-15
8402415,2015-10-27
8402415,2015-11-15
8402415,2015-11-22
8402415,2015-11-27
8402415,2015-12-13
8402415,2015-12-18
8402415,2016-01-03
8402415,2016-01-10
8402415,2016-01-16
8402415,2016-01-31
8402415,2016-02-07
8402415,2016-02-15
8402415,2016-02-21
8402415,2016-02-28
8402415,2016-03-03
8402415,2016-03-10
8402415,2016-03-17
8402415,2016-03-20
8402415,2016-04-12
8402415,2016-04-21
8402415,2016-04-24
8402415,2016-05-04
8402415,2016-05-09
8402415,2016-05-12
8402415,2016-05-15
8402415,2016-05-24
8402415,2016-05-27
8402415,2016-05-31
8402415,2016-06-04
8402415,2016-06-07
8402415,2016-06-12
8402415,2016-06-15
8402415,2016-06-20
8402415,2016-07-07
8402415,2016-07-13
8402415,2016-07-24
8402415,2016-07-31
8402415,2016-08-08
8402415,2016-08-12
8402415,2016-08-24
8402415,2016-08-29
8402415,2016-09-05
8402415,2016-09-10
8402415,2016-09-14
8402415,2016-09-18
8402415,2016-09-26
8402415,2016-10-08
8402415,2016-10-15
8402415,2016-11-02
8402415,2016-11-07
8402415,2016-11-13
8402415,2016-11-20
8402415,2016-12-05
8402415,2016-12-31
8402415,2017-03-06
8402415,2017-03-14
8402415,2017-04-17
8402415,2017-04-22
8402415,2017-05-08
8402415,2017-05-24
8402415,2017-06-03
8402415,2017-06-11
8402415,2017-06-16
8402415,2017-06-21
8402415,2017-06-25
8402415,2017-06-30
8402415,2017-07-02
8402415,2017-07-06
8402415,2017-07-10
8402415,2017-07-23
8402415,2017-07-28
8402415,2017-08-02
8402415,2017-08-07
8402415,2017-08-17
8402415,2017-08-20
8402415,2017-08-29
8402415,2017-09-03
8402415,2017-09-13
8402415,2017-10-02
8402415,2017-10-08
8402415,2017-10-15
8402415,2017-10-22
8402415,2017-11-05
8402415,2017-11-13
15931423,2016-12-14
15931423,2016-12-17
15931423,2016-12-18
15931423,2016-12-19
15931423,2016-12-20
15931423,2016-12-25
15931423,2016-12-29
15931423,2016-12-30
15931423,2017-01-02
15931423,2017-01-05
15931423,2017-01-06
15931423,2017-01-08
15931423,2017-01-09
15931423,2017-01-13
15931423,2017-01-14
15931423,2017-01-16
15931423,2017-01-20
15931423,2017-01-22
15931423,2017-01-27
15931423,2017-01-29
15931423,2017-02-06
15931423,2017-02-12
15931423,2017-02-17
15931423,2017-02-20
15931423,2017-02-22
15931423,2017-02-28
15931423,2017-03-08
15931423,2017-03-13
15931423,2017-03-19
15931423,2017-03-21
15931423,2017-03-26
15931423,2017-03-30
15931423,2017-04-08
15931423,2017-04-12
15931423,2017-04-14
15931423,2017-04-15
15931423,2017-04-18
15931423,2017-04-22
15931423,2017-04-25
15931423,2017-06-09
15931423,2017-06-10
15931423,2017-06-24
15931423,2017-06-29
15931423,2017-07-22
15931423,2017-07-24
15931423,2017-07-28
15931423,2017-07-31
15931423,2017-08-12
15931423,2017-08-30
15931423,2017-09-10
15931423,2017-09-11
15931423,2017-09-30
15931423,2017-10-01
15931423,2017-10-15
15931423,2017-10-29
15931423,2017-10-30
15931423,2017-11-12
15931423,2017-11-13
15931423,2017-11-20
15931423,2017-11-23
15602226,2016-11-26
15602226,2017-01-02
15602226,2017-02-12
15602226,2017-03-22
15602226,2017-04-18
15602226,2017-04-23
15602226,2017-05-06
15602226,2017-05-23
15602226,2017-06-19
20801760,2017-10-22
20801760,2017-10-29
9049338,2015-11-28
9049338,2015-12-01
9049338,2015-12-31
9049338,2016-01-05
9049338,2016-01-31
9049338,2016-02-06
9049338,2016-02-11
9049338,2016-02-15
9049338,2016-02-19
9049338,2016-03-15
9049338,2016-03-26
9049338,2016-04-03
9049338,2016-04-11
9049338,2016-04-17
9049338,2016-04-21
9049338,2016-04-25
9049338,2016-05-02
9049338,2016-05-08
9049338,2016-05-13
9049338,2016-05-22
9049338,2016-06-03
9049338,2016-06-06
9049338,2016-06-24
9049338,2016-08-24
9049338,2016-09-01
9049338,2016-09-05
9049338,2016-09-28
9049338,2016-10-02
9049338,2016-10-09
9049338,2016-10-16
9049338,2016-10-23
9049338,2016-11-14
9049338,2016-11-20
9049338,2016-12-04
9049338,2016-12-18
9049338,2016-12-22
9049338,2017-01-03
9049338,2017-01-14
9049338,2017-01-22
9049338,2017-02-04
9049338,2017-02-19
9049338,2017-03-12
9049338,2017-03-15
9049338,2017-03-21
9049338,2017-04-02
9049338,2017-04-17
9049338,2017-05-01
9049338,2017-05-02
9049338,2017-05-14
9049338,2017-05-19
9049338,2017-05-30
9049338,2017-06-09
9049338,2017-06-11
9049338,2017-06-13
9049338,2017-06-25
9049338,2017-07-29
9049338,2017-09-05
9049338,2017-09-10
9049338,2017-09-18
9049338,2017-10-15
9049338,2017-10-20
9049338,2017-11-03
9049338,2017-11-05
9049338,2017-11-19
12931856,2016-07-01
12931856,2016-07-06
12931856,2016-07-16
12931856,2016-08-01
12931856,2016-08-22
12931856,2017-06-18
12931856,2017-06-29
12931856,2017-07-04
12931856,2017-07-10
12931856,2017-07-16
12931856,2017-07-23
13724407,2016-08-31
13724407,2016-09-03
13724407,2016-09-06
13724407,2016-09-13
13724407,2016-09-24
13724407,2016-09-27
13724407,2016-09-30
13724407,2016-10-03
13724407,2016-10-04
13724407,2016-10-07
13724407,2016-10-16
13724407,2016-10-21
13724407,2016-10-24
13724407,2016-10-30
13724407,2016-11-03
13724407,2016-11-12
13724407,2016-11-19
13724407,2016-11-26
13724407,2016-12-05
13724407,2016-12-10
